,unique_words,total_words,lex_div,unusual_words,content_frac,avg_len_words,compound,neg,neu,pos,NN,PR,RB,RBR,RBS,UH,VB,JJ,JJR,JJS,EX,labels,artist
162,77.0,212.0,0.36320754717,5,0.575471698113,4.3679245283,-0.9913,0.188,0.796,0.017,0.304147465438,0.0645161290323,0.0184331797235,0.0,0.0,0.0230414746544,0.21198156682,0.0276497695853,0.0,0.0,0.0,Salvation,Editors
163,91.0,216.0,0.421296296296,12,0.486111111111,3.74537037037,0.887,0.131,0.732,0.137,0.262222222222,0.12,0.0177777777778,0.0,0.0,0.0,0.191111111111,0.0222222222222,0.0,0.0,0.0,Honesty,Editors
164,72.0,200.0,0.36,3,0.455,3.495,-0.9468,0.14,0.827,0.033,0.162037037037,0.25462962963,0.0972222222222,0.00462962962963,0.0,0.0,0.203703703704,0.00925925925926,0.0,0.0,0.0,No Sound but the Wind,Editors
165,88.0,165.0,0.533333333333,7,0.448484848485,3.43636363636,-0.9025,0.152,0.786,0.063,0.204678362573,0.187134502924,0.0584795321637,0.0,0.0,0.0,0.198830409357,0.0292397660819,0.0116959064327,0.0,0.0,The Phone Book,Editors
166,80.0,186.0,0.430107526882,5,0.47311827957,3.51075268817,0.6124,0.067,0.83,0.103,0.307291666667,0.145833333333,0.0260416666667,0.0,0.0,0.0,0.15625,0.0364583333333,0.015625,0.0,0.0104166666667,Bricks and Mortar,Editors
167,97.0,280.0,0.346428571429,13,0.496428571429,3.63214285714,-0.985,0.135,0.831,0.034,0.163194444444,0.184027777778,0.0833333333333,0.0,0.0,0.0,0.211805555556,0.0138888888889,0.0,0.00694444444444,0.0,Smokers Outside The Hospital…,Editors
168,72.0,255.0,0.282352941176,3,0.435294117647,2.90588235294,0.982,0.032,0.829,0.14,0.112781954887,0.221804511278,0.0187969924812,0.0,0.0,0.0,0.221804511278,0.015037593985,0.0,0.0,0.0,What Is This Thing Called Love,Editors
169,73.0,283.0,0.257950530035,6,0.625441696113,3.5371024735,-0.9985,0.36,0.632,0.008,0.122377622378,0.15034965035,0.0944055944056,0.0,0.0,0.00699300699301,0.262237762238,0.020979020979,0.00699300699301,0.0,0.0,You Don't Know Love,Editors
170,68.0,411.0,0.165450121655,10,0.571776155718,3.0097323601,-0.9274,0.064,0.921,0.015,0.171084337349,0.0602409638554,0.00963855421687,0.0,0.0,0.0,0.175903614458,0.0939759036145,0.0915662650602,0.0,0.00481927710843,Marching Orders,Editors
171,42.0,132.0,0.318181818182,4,0.356060606061,3.62121212121,0.7717,0.0,0.935,0.065,0.225165562914,0.0397350993377,0.0331125827815,0.0,0.0,0.00662251655629,0.192052980132,0.00662251655629,0.0,0.0,0.0,All Sparks,Editors
172,58.0,262.0,0.221374045802,7,0.496183206107,3.51145038168,-0.7745,0.052,0.927,0.021,0.239543726236,0.106463878327,0.0342205323194,0.0,0.0,0.0,0.163498098859,0.0304182509506,0.0,0.0,0.0,Shot at the Night,the killers
173,129.0,283.0,0.455830388693,6,0.448763250883,3.45583038869,-0.3421,0.098,0.842,0.06,0.167808219178,0.215753424658,0.106164383562,0.0,0.0,0.0,0.222602739726,0.0171232876712,0.0,0.0,0.0102739726027,Here With Me,the killers
174,139.0,316.0,0.439873417722,6,0.541139240506,3.31329113924,0.5794,0.079,0.833,0.088,0.183486238532,0.183486238532,0.0672782874618,0.0,0.0,0.00611620795107,0.211009174312,0.0519877675841,0.0,0.00305810397554,0.0,Read My Mind,the killers
175,101.0,456.0,0.22149122807,3,0.535087719298,3.00219298246,0.9387,0.0,0.944,0.056,0.218614718615,0.160173160173,0.030303030303,0.0,0.0,0.0,0.227272727273,0.0108225108225,0.0,0.0,0.0,The Man,the killers
176,176.0,374.0,0.470588235294,17,0.524064171123,3.63368983957,0.9849,0.103,0.724,0.173,0.1875,0.153645833333,0.0390625,0.0,0.0,0.0,0.21875,0.0703125,0.0,0.00260416666667,0.0078125,Miss Atomic Bomb,the killers
177,93.0,261.0,0.35632183908,5,0.570881226054,3.66666666667,0.2709,0.124,0.753,0.124,0.185185185185,0.151851851852,0.111111111111,0.0,0.0,0.0,0.207407407407,0.0481481481481,0.0,0.0,0.0,Somebody Told Me,the killers
178,140.0,357.0,0.392156862745,12,0.535014005602,3.34173669468,0.2328,0.1,0.798,0.102,0.189701897019,0.132791327913,0.0813008130081,0.00271002710027,0.0,0.0,0.241192411924,0.0460704607046,0.00271002710027,0.0,0.00271002710027,Run for Cover,the killers
179,122.0,330.0,0.369696969697,6,0.493939393939,3.47575757576,0.9954,0.034,0.791,0.175,0.168639053254,0.171597633136,0.085798816568,0.0,0.0,0.0,0.213017751479,0.0325443786982,0.00295857988166,0.0,0.0,Just Another Girl,the killers
180,165.0,416.0,0.396634615385,8,0.569711538462,3.18028846154,0.9101,0.045,0.879,0.076,0.1536643026,0.186761229314,0.0661938534279,0.0,0.0,0.016548463357,0.200945626478,0.0354609929078,0.0,0.0,0.00236406619385,Runaways,the killers
181,118.0,461.0,0.255965292842,5,0.555314533623,3.04555314534,0.8452,0.067,0.834,0.099,0.15611814346,0.175105485232,0.0696202531646,0.0,0.0,0.0126582278481,0.225738396624,0.0189873417722,0.0084388185654,0.0,0.0084388185654,All These Things That I've…,the killers
182,108.0,232.0,0.465517241379,7,0.474137931034,3.81896551724,0.8756,0.081,0.803,0.117,0.118644067797,0.207627118644,0.0932203389831,0.0,0.0,0.0,0.241525423729,0.0720338983051,0.00847457627119,0.0,0.0,When You Were Young,the killers
183,100.0,270.0,0.37037037037,7,0.462962962963,3.45925925926,0.9887,0.038,0.793,0.169,0.167883211679,0.21897810219,0.0328467153285,0.0,0.0,0.0,0.233576642336,0.0875912408759,0.0,0.00729927007299,0.0036496350365,Human,the killers
184,98.0,325.0,0.301538461538,8,0.483076923077,3.32923076923,-0.966,0.149,0.746,0.105,0.148367952522,0.195845697329,0.0830860534125,0.0,0.0,0.0,0.261127596439,0.0178041543027,0.0,0.0,0.0,Mr. Brightside,the killers
185,80.0,146.0,0.547945205479,3,0.506849315068,3.64383561644,0.9882,0.029,0.699,0.272,0.208053691275,0.201342281879,0.0335570469799,0.0,0.0,0.00671140939597,0.208053691275,0.0201342281879,0.0,0.0,0.0,Smile Like You Mean It,the killers
186,102.0,299.0,0.341137123746,5,0.585284280936,3.96321070234,0.9957,0.08,0.661,0.259,0.28253968254,0.104761904762,0.0571428571429,0.0,0.0,0.0,0.177777777778,0.047619047619,0.0,0.0,0.0126984126984,Wonderful Wonderful,the killers
187,89.0,210.0,0.42380952381,8,0.519047619048,3.54285714286,-0.9475,0.165,0.741,0.093,0.199052132701,0.184834123223,0.0900473933649,0.0,0.0,0.0,0.218009478673,0.0379146919431,0.0,0.0,0.0,Carin at the Liquor Store,the national
188,143.0,354.0,0.40395480226,14,0.5,3.08757062147,0.9531,0.057,0.835,0.109,0.158038147139,0.158038147139,0.0899182561308,0.00272479564033,0.0,0.00272479564033,0.158038147139,0.0354223433243,0.00544959128065,0.0,0.00272479564033,Demons,the national
189,167.0,464.0,0.359913793103,16,0.566810344828,3.36853448276,0.9905,0.048,0.807,0.145,0.0975609756098,0.178861788618,0.099593495935,0.0020325203252,0.0,0.00813008130081,0.231707317073,0.0447154471545,0.010162601626,0.0,0.0,Walk It Back,the national
190,142.0,480.0,0.295833333333,13,0.439583333333,3.51458333333,-0.9714,0.085,0.883,0.032,0.151696606786,0.177644710579,0.0878243512974,0.00199600798403,0.0,0.0,0.249500998004,0.0339321357285,0.0,0.0,0.00199600798403,Pink Rabbits,the national
191,103.0,209.0,0.492822966507,5,0.473684210526,3.62679425837,0.8823,0.044,0.873,0.083,0.181818181818,0.148325358852,0.215311004785,0.0,0.0,0.0,0.186602870813,0.0287081339713,0.0,0.0,0.0,Nobody Else Will Be There,the national
192,53.0,217.0,0.244239631336,1,0.520737327189,3.44700460829,0.504,0.113,0.76,0.127,0.0837004405286,0.180616740088,0.167400881057,0.00881057268722,0.0,0.0,0.25550660793,0.0264317180617,0.00881057268722,0.0,0.0,Start a War,the national
193,75.0,223.0,0.336322869955,5,0.479820627803,3.32735426009,-0.4449,0.087,0.831,0.082,0.168103448276,0.25,0.0344827586207,0.0,0.0,0.0,0.228448275862,0.0775862068966,0.0431034482759,0.0,0.00431034482759,I Need My Girl,the national
194,67.0,235.0,0.285106382979,7,0.429787234043,3.23404255319,0.9955,0.0,0.77,0.23,0.14693877551,0.216326530612,0.0204081632653,0.0,0.0,0.0,0.228571428571,0.0326530612245,0.0,0.0,0.00816326530612,Dark Side of the Gym,the national
195,135.0,350.0,0.385714285714,10,0.514285714286,3.36571428571,-0.3384,0.102,0.803,0.095,0.149863760218,0.201634877384,0.106267029973,0.0,0.0,0.0,0.1689373297,0.0326975476839,0.0,0.0,0.0,Sleep Well Beast,the national
196,118.0,288.0,0.409722222222,12,0.517361111111,3.86805555556,-0.9646,0.149,0.792,0.059,0.235880398671,0.146179401993,0.0299003322259,0.0,0.0,0.00664451827243,0.182724252492,0.0498338870432,0.00996677740864,0.0,0.00332225913621,Turtleneck,the national
197,77.0,223.0,0.345291479821,4,0.394618834081,3.52466367713,-0.8732,0.124,0.801,0.076,0.126086956522,0.160869565217,0.0869565217391,0.0,0.0,0.0,0.191304347826,0.104347826087,0.00434782608696,0.0,0.0,The System Only Dreams in…,the national
198,97.0,321.0,0.302180685358,7,0.485981308411,3.34267912773,0.9939,0.042,0.776,0.182,0.169139465875,0.192878338279,0.0830860534125,0.0,0.0,0.0178041543027,0.213649851632,0.0504451038576,0.0,0.0,0.0,This Is the Last Time,the national
199,119.0,214.0,0.556074766355,9,0.504672897196,3.71495327103,0.8454,0.085,0.794,0.121,0.18018018018,0.162162162162,0.0765765765766,0.0045045045045,0.0,0.0,0.198198198198,0.0540540540541,0.0045045045045,0.0045045045045,0.0,I'll Still Destroy You,the national
200,115.0,320.0,0.359375,12,0.46875,3.1875,-0.9975,0.264,0.69,0.046,0.142857142857,0.185410334347,0.0790273556231,0.0,0.0,0.0,0.218844984802,0.0334346504559,0.00303951367781,0.0,0.00303951367781,Day I Die,the national
201,57.0,142.0,0.401408450704,4,0.422535211268,3.05633802817,0.1428,0.055,0.886,0.059,0.18954248366,0.0849673202614,0.117647058824,0.0,0.0,0.0,0.130718954248,0.0392156862745,0.0,0.0,0.0,The Rains of Castamere,the national
202,86.0,211.0,0.407582938389,9,0.483412322275,3.11374407583,0.7717,0.088,0.806,0.106,0.139534883721,0.209302325581,0.0279069767442,0.0,0.0,0.0,0.260465116279,0.0186046511628,0.0046511627907,0.0,0.0,Born to Beg,the national
203,58.0,215.0,0.26976744186,4,0.488372093023,2.84186046512,0.1224,0.056,0.885,0.059,0.183406113537,0.0698689956332,0.0873362445415,0.0,0.0,0.00873362445415,0.113537117904,0.0524017467249,0.0,0.0,0.0,The Rains of Castomere,the national
204,82.0,319.0,0.257053291536,3,0.514106583072,3.09404388715,0.9849,0.082,0.738,0.18,0.15479876161,0.216718266254,0.0681114551084,0.0,0.0,0.0,0.269349845201,0.0030959752322,0.0,0.0,0.0,Sea of Love,the national
205,65.0,215.0,0.302325581395,3,0.53023255814,3.23720930233,-0.9622,0.199,0.716,0.086,0.183035714286,0.214285714286,0.0401785714286,0.0,0.0,0.0,0.236607142857,0.0535714285714,0.0,0.0,0.00892857142857,Guilty Party,the national
206,148.0,402.0,0.36815920398,11,0.514925373134,3.38805970149,0.8576,0.184,0.614,0.202,0.143203883495,0.165048543689,0.0922330097087,0.0,0.0,0.0,0.223300970874,0.0631067961165,0.0,0.0,0.0,Don't Swallow the Cap,the national
207,80.0,237.0,0.337552742616,3,0.489451476793,3.2194092827,0.8181,0.017,0.905,0.078,0.152892561983,0.169421487603,0.103305785124,0.0,0.0,0.0,0.285123966942,0.0165289256198,0.0,0.0,0.0165289256198,Empire Line,the national
208,75.0,342.0,0.219298245614,10,0.540935672515,4.19883040936,0.9559,0.027,0.886,0.087,0.278735632184,0.0977011494253,0.0632183908046,0.0,0.0,0.0,0.189655172414,0.0229885057471,0.0,0.0,0.0,England,the national
209,112.0,299.0,0.374581939799,7,0.438127090301,3.49163879599,-0.8644,0.113,0.796,0.09,0.13880126183,0.205047318612,0.0977917981073,0.0,0.0,0.0,0.242902208202,0.0220820189274,0.0,0.0,0.0,Slipped,the national
210,92.0,285.0,0.322807017544,11,0.568421052632,4.41754385965,0.9375,0.053,0.862,0.085,0.25,0.121621621622,0.0506756756757,0.0,0.0,0.0101351351351,0.155405405405,0.0574324324324,0.0,0.0,0.0,Mistaken for Strangers,the national
211,59.0,113.0,0.522123893805,3,0.53982300885,3.6017699115,-0.9607,0.201,0.778,0.02,0.301587301587,0.126984126984,0.031746031746,0.0,0.0,0.0,0.15873015873,0.0952380952381,0.0,0.0,0.0,Fake Empire,the national
212,78.0,151.0,0.516556291391,5,0.483443708609,3.52317880795,-0.7686,0.073,0.927,0.0,0.159509202454,0.208588957055,0.079754601227,0.0,0.0,0.0,0.257668711656,0.0920245398773,0.0,0.0,0.00613496932515,Fireproof,the national
213,41.0,90.0,0.455555555556,2,0.411111111111,3.31111111111,-0.7269,0.123,0.826,0.051,0.0879120879121,0.263736263736,0.131868131868,0.0,0.0,0.0,0.230769230769,0.0549450549451,0.0,0.0,0.0,About Today,the national
214,72.0,424.0,0.169811320755,3,0.608490566038,3.52122641509,0.8227,0.087,0.81,0.103,0.134433962264,0.150943396226,0.0943396226415,0.0,0.0,0.0,0.297169811321,0.0188679245283,0.0,0.0,0.00471698113208,Runaway,the national
215,57.0,245.0,0.232653061224,3,0.559183673469,3.07346938776,0.9954,0.018,0.725,0.257,0.173228346457,0.196850393701,0.0472440944882,0.0,0.0,0.0,0.216535433071,0.0826771653543,0.0,0.0157480314961,0.0,Mr. November,the national
216,58.0,248.0,0.233870967742,1,0.5,3.12096774194,0.9823,0.018,0.834,0.149,0.238095238095,0.18253968254,0.0793650793651,0.0,0.0,0.00793650793651,0.174603174603,0.0,0.0,0.0,0.0,Bloodbuzz Ohio,the national
217,113.0,432.0,0.261574074074,6,0.685185185185,3.61574074074,-0.8194,0.054,0.901,0.045,0.15350877193,0.140350877193,0.0372807017544,0.0,0.0,0.0,0.276315789474,0.111842105263,0.0,0.0,0.0,High On Humans,oh wonder
218,67.0,271.0,0.247232472325,2,0.557195571956,3.0036900369,0.9924,0.038,0.781,0.181,0.2,0.171929824561,0.0385964912281,0.0,0.0,0.0,0.231578947368,0.0350877192982,0.0,0.0,0.0,Shark,oh wonder
219,95.0,464.0,0.20474137931,4,0.521551724138,3.1724137931,-0.9144,0.057,0.92,0.023,0.0927835051546,0.20824742268,0.0845360824742,0.0,0.0,0.0,0.354639175258,0.0123711340206,0.0,0.0,0.0,Plans,oh wonder
220,116.0,400.0,0.29,9,0.555,3.74,-0.4466,0.107,0.817,0.076,0.16864608076,0.209026128266,0.0403800475059,0.0,0.0,0.0,0.232779097387,0.0688836104513,0.00237529691211,0.0,0.0,Without You,oh wonder
221,60.0,316.0,0.189873417722,1,0.53164556962,3.34810126582,0.9944,0.018,0.771,0.211,0.14375,0.234375,0.128125,0.0,0.0,0.0,0.1875,0.08125,0.0,0.0,0.0,White Blood,oh wonder
222,98.0,416.0,0.235576923077,10,0.545673076923,3.36057692308,0.9966,0.027,0.801,0.172,0.175115207373,0.170506912442,0.0783410138249,0.0,0.0,0.00460829493088,0.195852534562,0.0529953917051,0.0,0.0,0.0,Lifetimes,oh wonder
223,100.0,373.0,0.268096514745,6,0.552278820375,3.59517426273,-0.9792,0.134,0.801,0.065,0.235602094241,0.130890052356,0.0549738219895,0.0,0.0,0.0,0.170157068063,0.0261780104712,0.00261780104712,0.0,0.00261780104712,Dazzle,oh wonder
224,113.0,429.0,0.263403263403,7,0.477855477855,3.21212121212,0.999,0.155,0.515,0.33,0.0751708428246,0.234624145786,0.0797266514806,0.0,0.0,0.00683371298405,0.284738041002,0.0387243735763,0.0,0.0,0.00227790432802,Drive,oh wonder
225,61.0,321.0,0.190031152648,2,0.467289719626,3.41121495327,0.9993,0.009,0.594,0.397,0.139318885449,0.191950464396,0.0743034055728,0.0,0.0,0.0278637770898,0.142414860681,0.0402476780186,0.0,0.0,0.0030959752322,My Friends,oh wonder
226,99.0,453.0,0.218543046358,5,0.512141280353,3.10154525386,-0.9987,0.249,0.747,0.004,0.139830508475,0.275423728814,0.0720338983051,0.0,0.0,0.0,0.262711864407,0.00423728813559,0.0,0.0,0.0,Lose It,oh wonder
227,116.0,429.0,0.270396270396,7,0.559440559441,3.71794871795,0.6359,0.081,0.845,0.074,0.174311926606,0.174311926606,0.0871559633028,0.0,0.0,0.00229357798165,0.188073394495,0.0504587155963,0.00917431192661,0.0,0.0045871559633,Ultralife,oh wonder
228,84.0,515.0,0.163106796117,4,0.394174757282,3.2213592233,-0.8847,0.085,0.855,0.06,0.0600775193798,0.255813953488,0.0910852713178,0.0,0.0,0.0,0.218992248062,0.0116279069767,0.0,0.0,0.0,Landslide,oh wonder
229,79.0,247.0,0.31983805668,5,0.51012145749,3.68016194332,0.9264,0.069,0.802,0.128,0.3,0.134615384615,0.00769230769231,0.0,0.0,0.0,0.146153846154,0.0269230769231,0.0,0.0,0.0,Technicolour Beat,oh wonder
230,86.0,332.0,0.259036144578,7,0.560240963855,3.15662650602,0.8053,0.096,0.803,0.1,0.173913043478,0.191304347826,0.063768115942,0.0,0.0,0.0144927536232,0.191304347826,0.0550724637681,0.0260869565217,0.0,0.0,Livewire,oh wonder
231,44.0,281.0,0.156583629893,1,0.345195729537,2.74733096085,-0.6808,0.073,0.886,0.041,0.113402061856,0.158075601375,0.085910652921,0.0,0.0,0.0,0.374570446735,0.0240549828179,0.0,0.0,0.0,All We Do,oh wonder
232,115.0,287.0,0.400696864111,12,0.432055749129,3.30662020906,0.3169,0.086,0.831,0.083,0.0955631399317,0.204778156997,0.0409556313993,0.0,0.0,0.0,0.266211604096,0.061433447099,0.0170648464164,0.0,0.00682593856655,Wild Horses,birdy
233,83.0,220.0,0.377272727273,5,0.409090909091,3.25909090909,0.8299,0.059,0.832,0.109,0.0807174887892,0.233183856502,0.0896860986547,0.0,0.0,0.0,0.255605381166,0.0134529147982,0.0,0.0,0.0,All You Never Say,birdy
234,77.0,333.0,0.231231231231,5,0.54954954955,3.35135135135,0.9381,0.045,0.85,0.105,0.107558139535,0.21511627907,0.0494186046512,0.0,0.0,0.0,0.293604651163,0.0552325581395,0.0,0.0,0.0,Find Me,birdy
235,94.0,277.0,0.339350180505,13,0.512635379061,3.54873646209,0.8555,0.155,0.669,0.176,0.210169491525,0.101694915254,0.0101694915254,0.0,0.0,0.0271186440678,0.2,0.0610169491525,0.0,0.0,0.0,People Help the People,birdy
236,67.0,141.0,0.475177304965,7,0.475177304965,3.87234042553,0.6124,0.028,0.913,0.058,0.173333333333,0.2,0.02,0.0,0.0,0.0,0.253333333333,0.0133333333333,0.0,0.0,0.0,Tee Shirt,birdy
237,66.0,180.0,0.366666666667,7,0.544444444444,3.66111111111,0.1027,0.1,0.787,0.113,0.254143646409,0.0773480662983,0.0662983425414,0.0,0.0,0.0,0.232044198895,0.116022099448,0.0220994475138,0.0,0.00552486187845,Shelter,birdy
238,71.0,224.0,0.316964285714,7,0.535714285714,3.34821428571,-0.9926,0.357,0.463,0.18,0.104347826087,0.165217391304,0.1,0.0,0.0,0.0304347826087,0.208695652174,0.0304347826087,0.0,0.00434782608696,0.0,Strange Birds,birdy
239,94.0,281.0,0.334519572954,3,0.487544483986,3.38078291815,-0.9618,0.155,0.769,0.075,0.146853146853,0.181818181818,0.0559440559441,0.0,0.0,0.0,0.269230769231,0.013986013986,0.0,0.0,0.0,Ghost in the Wind,birdy
240,95.0,226.0,0.420353982301,6,0.455752212389,3.3982300885,-0.941,0.164,0.725,0.111,0.126582278481,0.236286919831,0.0970464135021,0.0,0.0,0.0,0.244725738397,0.0084388185654,0.0,0.0,0.0,No Angel,birdy
241,90.0,285.0,0.315789473684,5,0.428070175439,2.83859649123,0.9685,0.078,0.773,0.149,0.116838487973,0.243986254296,0.0412371134021,0.0,0.0,0.0,0.147766323024,0.0378006872852,0.0,0.0,0.0,Skinny Love,birdy
242,96.0,332.0,0.289156626506,4,0.44578313253,3.02108433735,-0.9933,0.171,0.785,0.045,0.0753623188406,0.194202898551,0.0927536231884,0.0,0.0,0.0,0.295652173913,0.0289855072464,0.00579710144928,0.0,0.00289855072464,Deep End,birdy
243,90.0,235.0,0.382978723404,12,0.446808510638,3.51914893617,-0.8834,0.052,0.948,0.0,0.183333333333,0.2,0.0416666666667,0.0,0.0,0.0208333333333,0.208333333333,0.0208333333333,0.0,0.0,0.0,Wings,birdy
244,66.0,137.0,0.481751824818,2,0.510948905109,3.4598540146,0.523,0.047,0.881,0.072,0.0965517241379,0.165517241379,0.0758620689655,0.0,0.0,0.0,0.227586206897,0.0689655172414,0.0,0.0,0.00689655172414,Not About Angels,birdy
245,82.0,395.0,0.207594936709,3,0.53417721519,3.41012658228,0.9866,0.069,0.776,0.155,0.134228187919,0.217002237136,0.0715883668904,0.0,0.0,0.0,0.295302013423,0.0111856823266,0.0,0.0,0.0,Keeping Your Head Up,birdy
